"longitude","latitude","Al","Ba","Ca","Cr","Fe","K","Mg","Mn","Na","Nb","P","Si","Sr","Ti","V","Y","Zn","Zr"
-3.4797,38.7678,62716,466,25443,62,32454,25569,8623,604,1780,16,611,301966,125,4556,88,35,61,349
15.2483,49.9378,65257,407,8891,105,31544,19467,5849,488,4748,15,559,320803,86,4340,85,41,161,386
23.7891,42.4689,49644,383,5975,50,20563,11016,2955,836,10757,16,441,360910,126,5503,67,36,39,388
14.6272,42.1314,59541,332,109349,88,30845,15391,15076,937,5416,13,676,197493,312,3207,96,27,73,147
32.051,50.7583,27839,334,3216,45,10142,13814,1930,426,4303,9,620,398679,67,2968,32,24,24,606
-3.2533,55.0397,44775,269,2623,115,22802,12452,4824,248,6899,13,1122,348289,112,4538,77,20,57,329
12.2104,44.1087,66156,377,42167,114,34552,17931,11759,1200,9644,13,1143,268731,177,3675,93,29,106,184
-6.6961,57.4422,28209,76,7419,131,38259,1112,6754,279,2003,3,1527,53288,51,4538,141,8,38,41
23.0333,62.1,68591,623,12650,54,29936,21783,8141,635,18769,16,729,303929,188,4346,81,27,62,318
26.7833,68.8167,67744,340,39101,107,36580,19010,14111,759,7789,14,986,265552,149,4191,103,29,91,179
-1.7722,50.9956,72243,618,15731,96,33783,13291,10915,534,13131,10,576,252557,242,3855,108,28,63,331
-0.8214,51.8862,23605,177,98700,47,26229,9181,4221,705,1187,10,2156,250501,126,1805,32,18,63,269
21.2992,38.5064,40541,213,5153,250,23151,11813,5186,867,4303,10,546,364182,77,3159,66,24,57,211
12.8333,53.9167,26092,328,2594,27,9023,13590,1809,356,4674,8,511,407934,63,2104,31,17,26,332
11.4764,43.6528,71608,434,7576,122,33643,17367,11639,1115,12241,15,751,305939,92,3609,99,28,83,190
6.2392,49.6261,18100,152,1201,37,9722,6110,1266,581,1929,9,624,415974,36,2164,38,20,43,238
9.0667,55.4833,31914,286,3631,42,11051,11572,1990,287,4229,11,611,385731,68,3399,39,18,42,507
27.4944,56.6375,43399,425,5896,34,16437,20330,3739,279,5935,11,471,353758,90,2680,40,23,33,277
12.25,48.9167,54777,391,4746,89,26998,17715,5849,984,5935,17,825,339548,72,5030,76,42,67,497
14.5638,56.2912,61340,815,13872,19,17416,22796,2593,511,20030,11,1095,319588,276,2482,41,17,43,325
12.87,48.1441,54301,338,5053,82,25669,13540,5849,1193,8754,16,938,344175,86,5222,79,38,63,442
-6.4014,38.7997,31755,250,1479,34,14758,8094,1508,379,2893,11,218,396856,30,3621,45,28,23,389
-2.4181,53.3276,34931,323,2702,53,13149,13606,3618,217,3709,10,934,374091,57,2632,44,20,56,285
23.129,42.4274,101510,204,45941,79,69803,5089,15800,1247,20327,7,663,219696,464,8381,233,25,85,115
-2.649,54.958,30538,340,2001,40,8813,14544,1689,116,4748,8,751,381711,65,2152,27,17,35,332
25.8667,61.8,67480,661,14887,49,26299,22738,7176,434,20253,14,594,307715,238,3531,61,24,45,252
14.1111,55.5655,38477,431,6604,39,16367,15582,3377,349,6677,10,1082,356422,94,2776,48,22,77,348
22.5,68.4333,68750,668,24386,82,32174,16213,14473,488,27968,10,908,297572,354,4298,99,20,32,258
1.7074,43.4842,71025,426,51751,65,31125,21119,8262,496,2819,13,642,261205,86,3393,90,30,83,179
15.6796,62.5948,59805,502,11164,48,27907,22074,6995,891,13131,15,895,318045,117,4766,82,28,66,332
16.0177,50.3935,43875,445,9784,69,26648,15250,4523,573,5193,13,825,343194,86,3867,69,28,131,344
9.2311,40.97,77112,1193,7183,8,18745,27445,3377,620,21885,10,506,318045,129,1828,35,11,44,204
16.0757,59.8842,66686,610,8176,49,33643,25710,7417,1255,13576,17,716,309865,122,3867,77,36,114,233
5.0647,47.7394,64198,350,28038,99,36161,14303,5548,883,4006,21,969,277051,78,5186,108,45,88,369
20.8816,52.7702,16354,219,1394,19,4826,9132,784,201,2893,6,402,426725,38,1241,16,10,19,239
21.9256,69.8722,16354,152,25007,21,20983,3520,2834,581,3858,5,2012,67592,222,947,31,16,9,53
17.0717,65.7313,71131,577,14701,58,35112,16520,8684,805,18027,18,1008,289812,210,5348,90,31,84,285
18.2922,45.0367,79811,479,6975,144,38888,17724,8684,767,6232,18,873,280978,97,5821,117,39,98,254
3.2614,39.5508,9474,56,331121,15,6155,1577,3558,147,223,3,266,44220,213,594,21,14,24,44
1.9086,41.7217,29956,338,105561,29,13919,10858,19116,294,2003,10,397,256063,96,2092,46,20,48,182
21.3286,39.4775,63669,402,23371,326,40497,15781,17006,782,8828,10,432,281725,130,3705,115,28,90,154
14.1998,59.0327,59752,665,11535,18,17766,26274,3920,496,16989,11,602,337164,181,2290,44,23,45,305
21.2642,43.0739,67956,416,10749,217,37629,16487,16222,751,13279,13,611,296356,86,4712,111,31,78,221
4.7866,43.6651,55730,356,9984,101,37909,13847,5488,1619,5045,14,868,321364,81,3321,83,31,67,244
-3.1216,51.583,50914,588,2802,75,35461,12220,3859,1348,2819,11,1017,326085,60,3651,78,28,290,266
23.4979,67.19,67956,648,20662,62,36580,17649,10915,689,25891,14,1510,279529,233,5372,102,28,52,291
33.5267,34.8525,19159,329,287667,94,13919,3819,7960,891,1410,7,886,65068,870,1355,46,19,49,59
9.0833,53,13602,209,2623,25,2868,7720,482,271,2077,5,628,414899,36,1733,30,11,25,458
23.1522,40.4808,73037,215,32690,510,42875,8360,21890,976,12760,11,1532,278079,125,3537,123,25,79,135
22.4667,60.0333,69120,495,10106,58,32244,25461,9287,418,15505,13,842,303415,144,3249,75,27,72,192
15.3192,44.1014,28368,239,139510,242,13989,6874,3980,697,5267,10,340,234514,235,2872,52,20,35,221
23.0573,66.8507,71502,743,20762,53,32943,19508,10131,743,26336,11,1615,289812,291,4442,93,22,67,301
6.2659,52.4361,10373,129,1365,21,6854,4865,422,178,2226,4,807,417376,28,671,24,9,27,171
-3.1312,55.8404,57688,338,4967,99,32454,8268,3498,333,3783,15,1157,307668,101,4958,102,25,204,262
-2.4223,56.8982,63986,443,4088,87,29586,18139,9106,627,12834,15,1152,321131,110,4490,79,20,72,289
-5.7894,41.1814,18841,159,229,116,6645,9165,724,542,1039,8,253,429623,23,2332,24,18,19,238
-3.6272,39.2078,27733,262,122571,38,14198,7895,34855,287,593,10,720,198615,230,2356,36,18,41,289
-0.2014,43.7547,27944,170,1258,36,15038,7521,1085,302,1632,14,393,404849,50,4412,53,33,30,452
27.2306,70.5883,53084,407,11099,42,28747,15134,8684,705,11276,11,1981,275696,187,3309,64,30,127,198
29,62.4667,63351,616,15094,29,18815,14611,4704,294,20179,6,943,315428,266,2164,52,18,40,195
29.7295,45.7415,58641,401,6632,94,29096,17201,7056,767,6751,16,642,320476,101,4748,83,38,65,413
4.131,44.0931,36360,162,104775,57,20773,6367,5789,403,1187,12,436,255268,228,2866,62,25,72,244
25.2,65.7167,73725,649,14973,82,36860,22862,12603,465,20327,14,746,292570,198,4472,91,28,68,241
6.6681,46.7108,57212,333,3924,70,24270,17931,7598,805,11350,10,672,343053,74,3028,75,31,58,199
15.769,60.3645,44986,492,5339,25,19095,23012,3015,867,10831,15,886,354739,92,2986,41,21,76,292
21.2464,47.2882,66633,436,7361,103,34622,18056,7779,906,8680,17,838,299254,101,5174,91,36,78,349
-4.513,48.2705,55042,284,2487,79,28887,12610,2292,294,4748,17,1423,330526,73,5048,75,29,55,444
15.178,61.7271,49855,459,8884,19,26578,19791,5307,558,14021,9,716,328423,134,3219,68,20,51,236
21.1293,46.5337,68961,452,18868,96,35112,19708,10553,914,9199,15,951,277706,115,4664,98,35,81,251
16.2319,39.3703,77641,505,2845,67,38888,15117,4342,2091,4154,22,807,301638,67,4994,111,27,72,334
-1.4381,40.4506,34772,145,233278,56,22382,11199,6030,287,668,11,467,104286,205,2290,61,20,50,107
-2.9169,54.6443,66209,430,2501,80,27698,24896,5789,1169,4303,13,1789,303461,94,3849,79,18,64,219
-1.9644,43.1111,77588,222,15924,127,52667,16786,26172,1038,3932,14,576,253025,134,5683,171,26,67,195
17.7875,58.9895,70073,638,12357,57,33783,26199,8985,852,15282,14,1205,306126,169,3405,76,38,109,244
14.5439,37.6328,59541,285,97771,81,31055,15100,16222,620,4525,15,786,206374,513,3423,94,25,77,161
28.8653,49.6855,43293,387,28502,67,17905,16537,4583,480,5490,13,685,325431,101,3849,52,31,39,506
23.7669,38.3089,61658,367,64802,374,34692,17325,16583,782,6528,12,724,250641,129,3831,103,28,77,177
13.4715,48.5011,76688,988,11743,66,30006,33040,10734,651,11276,20,1074,290981,226,4736,87,28,92,362
-4.5568,54.7636,51708,312,4853,113,25180,13448,7297,488,9941,13,2317,308229,84,4322,93,21,118,255
-7.2535,53.8321,56312,386,4117,100,27698,15051,7659,596,10609,11,1514,293038,80,3327,84,17,97,172
-6.5153,39.2283,82987,312,1873,110,74839,9032,4704,945,9051,38,524,271956,97,24556,301,44,84,392
-4.7583,55.0917,55677,330,3945,135,34762,11224,7116,457,10460,19,2976,266814,107,5360,125,25,76,257
19.3007,65.1317,57265,624,10335,29,18045,23991,3256,573,19956,12,912,335995,145,3117,40,26,47,424
22.4319,37.0872,51284,267,9641,101,31824,11415,7116,620,7864,16,1772,336369,66,4107,75,28,76,268
15.1853,46.2844,61975,373,7733,64,29026,17807,6633,960,8680,14,751,325197,92,3873,72,28,101,261
24.0661,42.9702,84839,417,7712,101,43715,19259,8623,1410,4303,19,624,270600,100,5144,142,36,101,223
21.5246,49.5029,42181,273,2287,90,24550,12261,5488,914,6083,12,698,362499,61,3129,68,24,75,285
16.3644,52.6421,36518,329,3867,40,17416,16404,3799,364,4525,9,480,383300,60,2314,41,21,41,286
-8.1,40.7833,89708,236,7440,21,11051,35348,2714,279,8383,10,3099,300797,53,1493,17,11,87,99
17.3309,53.9489,14925,197,1980,10,5665,7720,663,503,3042,5,681,424107,36,1133,14,10,20,229
13.9361,42.2164,41493,245,202689,64,22941,8667,8020,620,2003,10,868,122376,185,2344,70,20,64,112
-5.2347,41.2783,42181,322,3588,62,16507,16138,4945,325,2151,10,454,371567,47,2596,45,20,36,188
11.6361,62.1319,30855,430,5675,16,4616,19683,1266,116,7864,10,484,385170,93,2212,21,16,14,303
16.9154,59.3623,74042,576,12722,61,39448,29279,11337,736,14392,19,1021,289532,142,4035,86,51,117,221
-2.9006,38.8925,76953,331,126073,89,43645,16520,6332,751,816,17,868,156125,83,4718,109,34,98,198
0.6792,52.3192,11379,196,25279,38,13849,7255,724,294,1261,6,925,389423,63,1253,29,15,55,586
-3.7483,50.9842,83569,493,2773,103,42526,18869,4643,1410,4229,16,1466,269011,79,5330,134,33,100,228
17.9091,63.4704,69808,621,10249,80,36021,23427,10433,736,14021,16,1322,294440,134,4484,91,28,104,229
12.3506,61.2408,31543,462,2394,15,10631,21028,1869,279,6380,10,711,394472,77,1966,23,17,26,287
31.1788,48.0916,58641,434,9941,87,29446,16827,7056,713,4970,16,646,297057,95,4472,83,35,63,375
-5.746,56.7624,49591,819,12750,85,20004,13722,8503,643,15802,9,1423,311829,260,3099,64,23,63,346
7.6177,44.5596,64251,345,13322,86,33853,16653,13086,720,6454,12,681,314306,70,3381,92,29,86,161
2.8205,49.4414,42393,299,24636,93,24410,13091,4221,457,5861,14,541,337678,108,4490,64,41,61,603
12.0952,43.594,65521,459,6561,116,31195,12029,6573,1495,10015,17,502,312623,88,4304,94,36,72,258
17.1835,49.961,16354,278,9205,15,4826,9331,844,217,2967,4,1362,418031,50,1007,10,10,42,283
25.777,43.1089,69014,390,7347,104,35531,13382,7478,937,5119,18,406,301732,87,5545,111,41,72,364
11.0158,59.7328,72454,743,10949,74,40637,23360,11337,1394,12908,24,2976,277659,183,4970,123,29,174,221
26.9358,42.6387,49803,245,63458,886,73371,11489,54997,1348,3116,3,646,205767,307,3183,215,18,65,51
-0.9433,52.4133,68009,321,5639,115,67915,14735,5005,581,1929,17,1327,270180,90,4352,146,42,121,263
32.4136,35.0161,39747,128,167240,268,34762,7571,22915,689,5045,6,554,140232,600,2152,114,20,68,58
8.3786,40.7358,78753,329,4903,97,43435,17292,4643,1812,4303,20,537,289438,66,5444,122,49,75,329
21.7974,66.1045,65257,711,15445,64,80994,20247,10613,2974,17953,13,2693,242694,216,3777,103,38,124,215
13.1292,64.88,62187,283,11778,142,39728,11365,12061,883,16024,15,1597,293692,129,5497,117,24,67,227
9.5,52,61393,378,13201,86,30705,23867,29488,852,6380,16,969,280463,111,4149,89,31,80,381
9.8333,51.3333,51337,414,4974,75,23081,20023,5005,596,6677,20,676,347728,89,4173,72,37,59,590
15.5159,51.2754,21964,299,1572,23,6645,11074,1025,519,3413,8,580,411066,49,1775,22,14,44,267
12.4285,62.6479,62875,598,15388,88,33083,19517,13206,782,14763,15,532,306032,144,4460,96,24,71,218
21.8022,38.3942,66844,252,31132,173,40427,16362,16282,937,11054,12,707,275696,114,4125,109,30,89,170
21.4956,37.6403,57583,261,6868,294,33293,14212,10433,1340,9199,13,659,323702,59,3999,94,29,83,201
25.1995,59.3925,45251,344,60328,51,21123,22372,5126,426,4674,10,1335,260971,118,2626,52,31,47,207
20.583,51.8702,26727,340,2644,40,8463,14146,1568,209,4451,11,489,407280,62,2788,25,20,31,472
-1.1603,41.8439,37894,246,146085,36,17766,12660,25508,279,2893,6,441,109614,2078,1840,52,13,44,87
23.2696,53.4403,20323,270,1994,16,5386,12211,965,225,3413,6,685,417610,47,1265,14,13,18,314
11.8367,42.3939,99499,1190,34141,70,48750,24456,15076,1262,6973,22,930,232083,1012,4388,151,36,79,374
2.8178,39.4853,59276,313,48014,64,30006,17632,7478,558,4154,17,585,283782,129,4514,84,39,64,385
-9.6722,52.4929,7145,54,235280,17,5735,2150,11096,318,1706,4,567,139811,719,743,20,10,19,94
19.1697,45.8367,50438,340,65252,73,25949,13506,18031,736,7270,13,969,251295,136,4173,68,33,57,331
8.6647,62.6561,77324,833,25286,35,36860,20081,13387,751,23294,17,1244,275181,534,4161,97,27,63,213
28.5882,48.8877,47527,434,5639,73,20354,17964,4161,767,5935,15,615,352215,90,4484,61,35,44,482
20.8463,48.9653,72507,528,1751,95,32384,19724,6573,743,9422,16,834,318560,79,5887,115,35,88,341
16.0914,41.2228,46839,497,87408,38,17486,19060,5488,666,8012,15,550,268964,233,2062,53,23,45,212
2.2681,48.486,32814,266,5196,50,16996,10327,2171,527,3190,12,498,384095,48,3016,52,28,39,297
-7.6667,39.0333,61975,411,2180,81,36860,12817,3377,867,1780,20,371,334546,41,6559,103,33,64,250
28.2167,66.25,55518,620,11793,34,11471,19674,4040,194,19882,6,729,329171,181,2086,45,12,26,198
14.5226,63.5137,61340,379,6039,55,30495,21733,6814,805,9422,17,829,314633,87,4358,94,24,75,255
9.9667,57.35,33131,583,5953,24,11611,14561,2171,302,7196,10,1039,380449,93,1996,27,18,43,355
11.4058,45.3462,60493,395,53731,171,59312,11190,37087,1169,3338,37,2378,184919,147,10485,167,31,121,213
6.5319,60.0431,62134,482,20955,31,38049,18620,8201,736,18546,14,1794,278360,194,6055,84,45,149,279
26.5813,58.3606,41493,420,6468,25,14618,24190,3498,596,6528,8,807,369978,107,2248,40,24,43,302
24.9408,41.1142,86480,643,24850,121,41057,18288,15619,1301,18324,12,790,266207,331,4460,106,28,95,240
21.9544,37.6189,40541,160,3309,252,29656,8476,3799,2927,816,11,594,362172,39,2938,76,50,65,121
1.0693,47.5023,30009,314,1329,42,12800,12851,1327,349,2893,13,537,396715,48,3016,43,24,27,385
8.5833,53.25,65468,351,9313,102,43854,15881,6935,527,4229,19,938,274433,92,4466,136,31,97,229
19.6751,50.6315,34825,436,4088,51,14129,16528,2292,643,5564,13,803,381898,74,3741,39,27,64,559
19.6627,46.8427,39853,283,22842,49,15947,13125,6694,449,8160,11,847,350579,96,3339,45,26,46,267
21.6509,67.671,2329,72,8519,7,6854,390,965,132,445,3,1152,15005,45,132,11,6,1.5,7
-4.9213,56.2744,66103,456,9263,78,33503,15432,7779,743,15356,16,1244,290887,229,5144,100,23,57,245
16.2531,38.595,105586,636,2716,39,48191,15814,8382,736,2374,28,659,257185,77,5138,137,29,88,298
7.1088,47.8116,73354,1248,2116,69,28117,43716,5729,1518,11796,19,1575,311034,87,3897,75,33,96,309
20.7734,41.2332,69014,970,2466,113,33992,24132,5608,1200,5267,23,1209,320803,74,5689,104,39,89,520
27.5294,43.8477,68750,451,7740,113,34902,16852,9046,906,9347,17,794,303602,101,5521,103,42,73,378
26.8943,50.907,7410,111,693,8,2308,4010,362,178,1113,5,275,446591,22,791,8,8,11,179
20.7061,39.0947,55518,309,8991,495,31125,12876,10613,1053,11202,10,576,319401,84,3843,90,27,78,192
-2.8656,41.6192,21911,77,263081,19,9932,3993,1749,240,148,6,284,111064,42,1493,35,16,22,108
-1.442,46.8175,44880,328,2316,44,12310,17931,1508,232,8606,15,642,372876,63,4089,50,30,35,414
-0.4986,41.9058,56736,323,131005,59,28607,19924,17970,550,3042,13,563,178141,453,3034,101,24,81,137
18.8021,66.6906,62875,475,17653,57,29236,18197,7417,643,20846,17,1623,317111,209,4754,73,39,63,443
27.4061,42.6254,84204,458,32848,37,69384,33646,20564,1696,15950,6,2104,233673,481,5096,323,26,96,95
29.9285,48.3202,55783,435,8183,86,27418,16927,6151,689,5045,17,576,318279,88,4418,84,35,59,401
-3.0382,56.8148,66844,406,13715,74,42106,12585,9709,922,12686,14,1772,278360,164,6115,124,26,84,244
10.678,47.2037,62875,428,66103,73,30216,18147,29308,612,9051,13,1253,215676,223,4209,97,27,95,219
18.8206,48.6377,56630,436,4553,88,32104,15482,5186,1557,7419,20,567,335201,91,6067,98,40,51,555
8.6214,46.8947,68115,586,17439,70,30076,21268,11096,705,17582,15,1523,288737,179,3435,85,37,138,261
26.531,48.6566,51655,438,7283,83,23151,21385,4945,914,6232,17,589,339781,87,4988,73,38,54,471
23.7903,54.8175,41335,400,17960,49,17206,20073,7176,318,4822,11,624,340015,100,3034,46,27,42,413
16.9472,46.8326,68379,402,5646,88,33083,17948,7839,620,9496,19,620,318980,101,5174,95,35,69,323
31.6059,47.1468,59700,442,9777,90,30355,17815,7357,774,4822,17,650,301264,112,4562,92,36,67,383
16.644,59.085,76000,629,10520,70,43295,28300,11578,658,13502,19,930,280650,127,3945,92,39,104,212
20.1498,49.6281,44880,383,2194,73,20074,15881,3075,643,5712,17,1126,352729,68,4886,67,30,70,517
11.9731,43.3514,78012,496,5103,143,36860,20970,16161,674,16395,16,1113,296356,76,4263,101,31,94,231
24.7983,56.6915,34666,400,3638,24,11261,20280,2352,534,5341,8,729,388769,84,2326,34,22,39,395
-3.2589,40.6592,54089,366,3202,34,17836,19401,3498,248,4525,12,367,356983,60,3657,46,44,38,552
1.8589,42.0919,61764,400,53824,15,16017,25402,6030,364,14837,6,663,289812,121,1475,32,20,48,109
30.9303,47.2225,60017,441,10506,88,30705,15831,8322,736,4303,14,541,301498,101,4484,92,35,64,349
21.3293,43.9287,85633,544,16102,248,51758,20222,19177,1231,8086,16,820,250828,142,5288,137,35,148,190
-8,38.5167,82351,288,13308,52,37000,15158,9106,503,19808,5,471,300096,150,3771,86,25,77,180
13.5833,50.8333,66950,931,3252,29,29796,38535,2472,519,6083,22,1183,308276,127,4574,49,36,112,482
-0.9781,37.7617,28156,210,209765,36,15457,8301,11216,279,1410,9,755,142662,533,1954,48,18,40,121
15.5203,41.1464,92566,240,45469,91,47631,13897,9347,829,3413,25,493,220304,187,4868,112,29,113,153
14.5639,47.2329,89020,705,17439,122,67355,20372,19237,1324,12463,31,1562,231710,229,8645,194,39,331,246
27.5646,43.4024,45251,256,95556,70,24620,10609,6814,573,3487,11,646,230073,178,3051,80,30,59,194
8.3333,52.1667,38635,378,4074,64,16647,15906,2714,503,6009,13,768,375821,77,3801,59,28,59,626
15.9483,67.6333,66739,443,16124,42,33293,29562,6272,620,24778,41,1226,305799,129,4221,54,78,93,963
24.6979,56.9587,29638,300,8869,26,13919,14445,3437,395,4600,8,646,355628,83,2014,29,24,27,472
22.87,54.3815,30432,337,3581,23,10282,16454,2231,364,5193,8,423,399473,64,1769,20,16,34,251
23.5881,48.545,83304,393,1794,135,44344,21219,11036,1038,6603,18,868,273966,74,5312,155,23,119,176
20.8803,37.7994,55730,254,50444,255,32594,14719,14413,883,9718,11,820,267095,151,3561,92,28,79,155
7.5225,59.1736,56894,822,13930,21,31894,24705,5186,798,17211,14,2880,306780,218,4095,58,39,69,416
20.5754,43.4565,70920,185,24764,947,69664,5828,29127,1673,13724,10,476,233860,84,6978,189,35,88,161
13.1838,50.4536,51496,442,65302,166,38469,13872,15619,736,4303,29,1562,247088,323,7248,139,34,83,358
13.2536,59.9223,69755,814,7747,29,30705,25461,5066,790,15282,17,1191,273592,162,3717,72,34,68,244
-7.0181,43.3061,116118,500,314,116,52038,13548,1447,85,3635,24,628,216331,113,7320,192,34,35,171
-2.3381,52.7673,52025,369,3738,66,24620,19259,7116,465,3635,11,642,340155,63,3633,72,23,79,244
22.6667,61.2667,75683,653,13115,90,51268,24298,13327,1107,14392,19,1231,270507,164,5186,117,31,123,213
-2.867,53.6611,28791,403,5596,42,14548,13631,3739,349,2967,7,834,373858,66,1793,37,17,55,204
17.6175,59.3679,69914,572,12107,50,32174,26490,9347,581,16247,13,947,310660,176,3010,77,31,82,205
18.8581,53.861,50649,365,5132,86,26648,16088,5970,790,6157,12,720,333705,79,3489,74,28,100,292
12.0725,47.5131,76424,512,10813,82,36580,19757,11639,821,15208,16,1261,294487,141,4670,98,35,129,267
7.8333,50.4167,77535,463,2780,117,40707,21941,6392,1851,3561,24,1493,300610,89,5677,131,36,99,352
25.565,70.3267,37206,268,11049,68,24480,8028,8322,341,8680,5,288,365210,112,2206,54,19,37,215
25.603,51.3933,6192,101,815,13,2238,3512,302,139,668,4,393,445703,24,797,8,9,11,247
-3.2583,43.4011,33555,219,14873,44,23081,7679,1749,666,1113,11,1737,350766,325,2794,55,23,246,205
23.9289,49.7883,29268,317,3731,62,9512,12361,1869,449,5861,11,868,397417,119,3255,35,26,30,513
-4.0524,55.5242,44298,421,4917,116,29866,8285,4342,891,4377,11,1615,314212,106,3411,105,23,99,232
-9.155,52.6502,2752,20,4224,6,2658,697,1749,108,371,3,589,11499,37,204,13,6,1.5,10
10.5,54.3333,39482,372,4831,49,17346,16636,3498,395,6232,11,524,372923,82,2740,58,20,48,299
29.8096,47.0356,59858,434,13329,90,31125,15399,9166,767,4080,15,668,289765,105,4478,98,33,68,326
9.8333,50.1667,44298,497,2680,58,16926,24091,4885,1100,5119,17,855,363340,98,4346,69,38,57,465
20.6448,66.4158,74730,636,22642,69,44414,21127,13267,883,21217,18,1004,286119,241,5593,119,39,77,347
25.8517,58.9295,57477,459,24636,46,24480,25718,7176,635,8086,13,567,309117,123,3279,56,34,64,286
17.7473,59.7238,68750,443,10356,73,51478,24257,11156,550,8828,17,1637,231756,103,3717,132,68,108,135
2.063,45.3278,85897,717,865,57,34692,21783,5970,875,1113,16,1122,303181,28,4065,86,31,232,246
27.7,62.9833,70126,700,19933,72,37839,22165,13508,705,21217,14,1130,299488,277,4424,94,29,80,227
